,driverId,truckId,eventTime,eventType,longitude,latitude,eventKey,CorrelationId,driverName,routeId,routeName,eventDate
389,16,12,00:20.4,Normal,-91.47,41.74,16|12|9223370572464755415,3.66e+18,Tom McCuch,1961634315,Saint Louis to Memphis,2016-05-27-22
390,26,57,00:20.6,Normal,-90.34,38.58,26|57|9223370572464755206,3.66e+18,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-05-27-22
391,19,26,00:20.8,Normal,-97.35,36.4,19|26|9223370572464754976,3.66e+18,Ajay Singh,1962261785,Wichita to Little Rock.kml,2016-05-27-22
392,32,42,00:21.0,Normal,-92.09,34.8,32|42|9223370572464754816,3.66e+18,Ryan Templeton,1090292248,Peoria to Ceder Rapids Route 2,2016-05-27-22
393,10,85,00:21.1,Normal,-90.53,38.51,10|85|9223370572464754696,3.66e+18,George Vetticaden,1390372503,Saint Louis to Tulsa,2016-05-27-22
394,13,89,00:21.4,Normal,-89.03,41.92,13|89|9223370572464754424,3.66e+18,Joe Niemiec,927636994,Des Moines to Chicago.kml,2016-05-27-22
395,26,57,00:21.5,Normal,-90.53,38.51,26|57|9223370572464754356,3.66e+18,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-05-27-22
396,12,104,00:21.5,Normal,-90.24,38.0,12|104|9223370572464754306,3.66e+18,Paul Codding,24929475,Peoria to Ceder Rapids,2016-05-27-22
397,25,96,00:21.9,Normal,-90.0,37.72,25|96|9223370572464753936,3.66e+18,Jean-Philippe Player,371182829,Memphis to Little Rock,2016-05-27-22
398,15,51,00:21.9,Normal,-92.09,34.8,15|51|9223370572464753914,3.66e+18,Rohit Bakshi,1384345811,Joplin to Kansas City,2016-05-27-22
399,23,68,00:21.9,Normal,-91.78,42.23,23|68|9223370572464753886,3.66e+18,Adam Diaz,160405074,Joplin to Kansas City Route 2,2016-05-27-22
400,20,41,00:22.1,Normal,-89.6,41.76,20|41|9223370572464753675,3.66e+18,Chris Harris,160779139,Des Moines to Chicago Route 2,2016-05-27-22
401,26,57,00:22.4,Normal,-90.69,38.5,26|57|9223370572464753416,3.66e+18,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-05-27-22
402,12,104,00:22.4,Normal,-90.35,38.43,12|104|9223370572464753404,3.66e+18,Paul Codding,24929475,Peoria to Ceder Rapids,2016-05-27-22
403,15,51,00:22.7,Normal,-92.31,34.78,15|51|9223370572464753115,3.66e+18,Rohit Bakshi,1384345811,Joplin to Kansas City,2016-05-27-22
404,29,66,00:22.7,Normal,-96.68,36.2,29|66|9223370572464753096,3.66e+18,Teddy Choi,803014426,Wichita to Little Rock Route 2,2016-05-27-22
405,27,105,00:22.8,Normal,-93.01,38.97,27|105|9223370572464753032,3.66e+18,Mark Lochbihler,1325562373,Springfield to KC Via Columbia Route 2,2016-05-27-22
406,11,74,00:23.1,Unsafe tail distance,-88.42,41.11,11|74|9223370572464752715,3.66e+18,Jamie Engesser,1567254452,Saint Louis to Memphis Route2,2016-05-27-22
407,12,104,00:23.3,Normal,-90.15,38.62,12|104|9223370572464752475,3.66e+18,Paul Codding,24929475,Peoria to Ceder Rapids,2016-05-27-22
408,17,15,00:23.4,Normal,-93.2,38.98,17|15|9223370572464752375,3.66e+18,Eric Mizell,1927624662,Springfield to KC Via Columbia,2016-05-27-22
409,27,105,00:23.6,Normal,-93.2,38.98,27|105|9223370572464752244,3.66e+18,Mark Lochbihler,1325562373,Springfield to KC Via Columbia Route 2,2016-05-27-22
410,32,42,00:23.6,Normal,-92.09,34.8,32|42|9223370572464752184,3.66e+18,Ryan Templeton,1090292248,Peoria to Ceder Rapids Route 2,2016-05-27-22
411,31,18,00:23.6,Normal,-94.58,37.03,31|18|9223370572464752163,3.66e+18,Rommel Garcia,1594289134,Memphis to Little Rock Route 2,2016-05-27-22
412,11,74,00:23.9,Normal,-88.07,41.48,11|74|9223370572464751875,3.66e+18,Jamie Engesser,1567254452,Saint Louis to Memphis Route2,2016-05-27-22
413,16,12,00:24.0,Normal,-91.63,41.72,16|12|9223370572464751816,3.66e+18,Tom McCuch,1961634315,Saint Louis to Memphis,2016-05-27-22
414,23,68,00:24.4,Normal,-91.32,41.71,23|68|9223370572464751365,3.66e+18,Adam Diaz,160405074,Joplin to Kansas City Route 2,2016-05-27-22
415,31,18,00:24.5,Normal,-94.58,37.03,31|18|9223370572464751325,3.66e+18,Rommel Garcia,1594289134,Memphis to Little Rock Route 2,2016-05-27-22
416,32,42,00:24.6,Normal,-91.93,34.81,32|42|9223370572464751256,3.66e+18,Ryan Templeton,1090292248,Peoria to Ceder Rapids Route 2,2016-05-27-22
417,30,58,00:24.8,Normal,-89.88,41.77,30|58|9223370572464750964,3.66e+18,Dan Rice,160779139,Des Moines to Chicago Route 2,2016-05-27-22
418,11,74,00:24.9,Normal,-87.67,41.87,11|74|9223370572464750955,3.66e+18,Jamie Engesser,1567254452,Saint Louis to Memphis Route2,2016-05-27-22
419,19,26,00:24.9,Normal,-96.21,36.19,19|26|9223370572464750866,3.66e+18,Ajay Singh,1962261785,Wichita to Little Rock.kml,2016-05-27-22
420,23,68,00:25.4,Normal,-91.05,41.72,23|68|9223370572464750416,3.66e+18,Adam Diaz,160405074,Joplin to Kansas City Route 2,2016-05-27-22
421,13,89,00:25.4,Normal,-90.64,41.56,13|89|9223370572464750395,3.66e+18,Joe Niemiec,927636994,Des Moines to Chicago.kml,2016-05-27-22
422,25,96,00:25.5,Normal,-90.15,38.62,25|96|9223370572464750285,3.66e+18,Jean-Philippe Player,371182829,Memphis to Little Rock,2016-05-27-22
423,24,97,00:25.5,Normal,-88.07,41.48,24|97|9223370572464750283,3.66e+18,Don Hilborn,1090292248,Peoria to Ceder Rapids Route 2,2016-05-27-22
424,16,12,00:25.6,Normal,-91.32,41.71,16|12|9223370572464750176,3.66e+18,Tom McCuch,1961634315,Saint Louis to Memphis,2016-05-27-22
425,26,57,00:26.0,Normal,-91.3,38.14,26|57|9223370572464749836,3.66e+18,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-05-27-22
426,22,87,00:26.1,Normal,-91.14,34.96,22|87|9223370572464749675,3.66e+18,Nadeem Asghar,1198242881, Saint Louis to Chicago Route2,2016-05-27-22
427,27,105,00:26.2,Normal,-93.85,39.01,27|105|9223370572464749646,3.66e+18,Mark Lochbihler,1325562373,Springfield to KC Via Columbia Route 2,2016-05-27-22
428,25,96,00:26.3,Normal,-90.35,38.43,25|96|9223370572464749465,3.66e+18,Jean-Philippe Player,371182829,Memphis to Little Rock,2016-05-27-22
429,30,58,00:26.7,Normal,-90.64,41.56,30|58|9223370572464749156,3.66e+18,Dan Rice,160779139,Des Moines to Chicago Route 2,2016-05-27-22
430,17,15,00:26.7,Normal,-94.0,39.03,17|15|9223370572464749126,3.66e+18,Eric Mizell,1927624662,Springfield to KC Via Columbia,2016-05-27-22
431,26,57,00:26.9,Normal,-91.44,38.09,26|57|9223370572464748885,3.66e+18,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-05-27-22
432,31,18,00:27.0,Normal,-94.3,37.66,31|18|9223370572464748776,3.66e+18,Rommel Garcia,1594289134,Memphis to Little Rock Route 2,2016-05-27-22
433,18,16,00:27.1,Normal,-91.2,39.75,18|16|9223370572464748755,3.66e+18,Grant Liu,1565885487,Springfield to KC Via Hanibal,2016-05-27-22
434,14,25,00:27.3,Normal,-94.3,37.66,14|25|9223370572464748466,3.66e+18,Adis Cesir,160405074,Joplin to Kansas City Route 2,2016-05-27-22
435,17,15,00:27.5,Normal,-94.16,39.04,17|15|9223370572464748276,3.66e+18,Eric Mizell,1927624662,Springfield to KC Via Columbia,2016-05-27-22
436,16,12,00:27.6,Normal,-90.7,41.62,16|12|9223370572464748246,3.66e+18,Tom McCuch,1961634315,Saint Louis to Memphis,2016-05-27-22
437,26,57,00:27.8,Normal,-91.55,38.04,26|57|9223370572464747985,3.66e+18,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-05-27-22
438,27,105,00:27.9,Normal,-94.16,39.04,27|105|9223370572464747946,3.66e+18,Mark Lochbihler,1325562373,Springfield to KC Via Columbia Route 2,2016-05-27-22
439,23,68,00:28.1,Normal,-90.29,40.96,23|68|9223370572464747755,3.66e+18,Adam Diaz,160405074,Joplin to Kansas City Route 2,2016-05-27-22
440,28,39,00:28.3,Normal,-91.59,39.68,28|39|9223370572464747526,3.66e+18,Olivier Renault,137128276,Springfield to KC Via Hanibal Route 2,2016-05-27-22
441,30,58,00:28.4,Normal,-91.24,41.67,30|58|9223370572464747426,3.66e+18,Dan Rice,160779139,Des Moines to Chicago Route 2,2016-05-27-22
442,11,74,00:28.4,Normal,-88.77,40.76,11|74|9223370572464747385,3.66e+18,Jamie Engesser,1567254452,Saint Louis to Memphis Route2,2016-05-27-22
443,29,66,00:28.8,Normal,-95.3,35.64,29|66|9223370572464747006,3.66e+18,Teddy Choi,803014426,Wichita to Little Rock Route 2,2016-05-27-22
444,31,18,00:28.8,Normal,-94.35,38.33,31|18|9223370572464746986,3.66e+18,Rommel Garcia,1594289134,Memphis to Little Rock Route 2,2016-05-27-22
445,23,68,00:29.0,Normal,-89.91,40.86,23|68|9223370572464746766,3.66e+18,Adam Diaz,160405074,Joplin to Kansas City Route 2,2016-05-27-22
446,17,15,00:29.2,Normal,-94.44,39.1,17|15|9223370572464746655,3.66e+18,Eric Mizell,1927624662,Springfield to KC Via Columbia,2016-05-27-22
447,30,58,00:29.3,Normal,-91.59,41.7,30|58|9223370572464746496,3.66e+18,Dan Rice,160779139,Des Moines to Chicago Route 2,2016-05-27-22
448,22,87,00:29.4,Normal,-90.04,35.19,22|87|9223370572464746416,3.66e+18,Nadeem Asghar,1198242881, Saint Louis to Chicago Route2,2016-05-27-22
449,18,16,00:29.5,Normal,-91.8,39.67,18|16|9223370572464746275,3.66e+18,Grant Liu,1565885487,Springfield to KC Via Hanibal,2016-05-27-22
450,13,89,00:29.6,Normal,-92.19,41.74,13|89|9223370572464746176,3.66e+18,Joe Niemiec,927636994,Des Moines to Chicago.kml,2016-05-27-22
451,10,85,00:29.9,Normal,-92.08,37.81,10|85|9223370572464745916,3.66e+18,George Vetticaden,1390372503,Saint Louis to Tulsa,2016-05-27-22
452,24,97,00:30.0,Normal,-89.74,39.1,24|97|9223370572464745836,3.66e+18,Don Hilborn,1090292248,Peoria to Ceder Rapids Route 2,2016-05-27-22
453,27,105,00:30.3,Normal,-94.44,39.1,27|105|9223370572464745496,3.66e+18,Mark Lochbihler,1325562373,Springfield to KC Via Columbia Route 2,2016-05-27-22
454,26,57,00:30.3,Normal,-92.08,37.81,26|57|9223370572464745465,3.66e+18,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-05-27-22
455,29,66,00:30.6,Normal,-94.88,35.47,29|66|9223370572464745246,3.66e+18,Teddy Choi,803014426,Wichita to Little Rock Route 2,2016-05-27-22
456,28,39,00:30.7,Normal,-92.27,39.76,28|39|9223370572464745085,3.66e+18,Olivier Renault,137128276,Springfield to KC Via Hanibal Route 2,2016-05-27-22
457,14,25,00:30.7,Normal,-94.38,38.99,14|25|9223370572464745066,3.66e+18,Adis Cesir,160405074,Joplin to Kansas City Route 2,2016-05-27-22
458,27,105,00:31.1,Normal,-94.31,39.04,27|105|9223370572464744724,3.66e+18,Mark Lochbihler,1325562373,Springfield to KC Via Columbia Route 2,2016-05-27-22
459,22,87,00:31.1,Normal,-90.37,35.21,22|87|9223370572464744675,3.66e+18,Nadeem Asghar,1198242881, Saint Louis to Chicago Route2,2016-05-27-22
460,15,51,00:31.1,Normal,-90.04,35.19,15|51|9223370572464744673,3.66e+18,Rohit Bakshi,1384345811,Joplin to Kansas City,2016-05-27-22
461,12,104,00:31.3,Normal,-89.8,35.94,12|104|9223370572464744556,3.66e+18,Paul Codding,24929475,Peoria to Ceder Rapids,2016-05-27-22
462,17,15,00:31.6,Normal,-94.16,39.04,17|15|9223370572464744216,3.66e+18,Eric Mizell,1927624662,Springfield to KC Via Columbia,2016-05-27-22
463,30,58,00:31.7,Normal,-92.4,41.78,30|58|9223370572464744086,3.66e+18,Dan Rice,160779139,Des Moines to Chicago Route 2,2016-05-27-22
464,10,85,00:31.8,Normal,-92.48,37.8,10|85|9223370572464743976,3.66e+18,George Vetticaden,1390372503,Saint Louis to Tulsa,2016-05-27-22
465,11,74,00:32.0,Unsafe tail distance,-90.2,38.65,11|74|9223370572464743846,3.66e+18,Jamie Engesser,1567254452,Saint Louis to Memphis Route2,2016-05-27-22
466,31,18,00:32.1,Normal,-94.59,39.1,31|18|9223370572464743725,3.66e+18,Rommel Garcia,1594289134,Memphis to Little Rock Route 2,2016-05-27-22
467,18,16,00:32.2,Normal,-92.42,39.76,18|16|9223370572464743636,3.66e+18,Grant Liu,1565885487,Springfield to KC Via Hanibal,2016-05-27-22
468,14,25,00:32.6,Normal,-94.59,39.1,14|25|9223370572464743205,3.66e+18,Adis Cesir,160405074,Joplin to Kansas City Route 2,2016-05-27-22
469,28,39,00:32.6,Normal,-92.57,39.77,28|39|9223370572464743166,3.66e+18,Olivier Renault,137128276,Springfield to KC Via Hanibal Route 2,2016-05-27-22
470,27,105,00:32.7,Normal,-94.0,39.03,27|105|9223370572464743114,3.66e+18,Mark Lochbihler,1325562373,Springfield to KC Via Columbia Route 2,2016-05-27-22
471,22,87,00:32.8,Normal,-90.94,35.03,22|87|9223370572464743006,3.66e+18,Nadeem Asghar,1198242881, Saint Louis to Chicago Route2,2016-05-27-22
472,15,51,00:32.9,Normal,-90.37,35.21,15|51|9223370572464742915,3.66e+18,Rohit Bakshi,1384345811,Joplin to Kansas City,2016-05-27-22
473,18,16,00:33.1,Normal,-92.57,39.77,18|16|9223370572464742715,3.66e+18,Grant Liu,1565885487,Springfield to KC Via Hanibal,2016-05-27-22
474,30,58,00:33.4,Normal,-93.04,41.71,30|58|9223370572464742436,3.66e+18,Dan Rice,160779139,Des Moines to Chicago Route 2,2016-05-27-22
475,17,15,00:33.4,Normal,-93.85,39.01,17|15|9223370572464742385,3.66e+18,Eric Mizell,1927624662,Springfield to KC Via Columbia,2016-05-27-22
476,27,105,00:33.6,Normal,-93.85,39.01,27|105|9223370572464742246,3.66e+18,Mark Lochbihler,1325562373,Springfield to KC Via Columbia Route 2,2016-05-27-22
477,19,26,00:33.7,Normal,-93.92,35.53,19|26|9223370572464742075,3.66e+18,Ajay Singh,1962261785,Wichita to Little Rock.kml,2016-05-27-22
478,26,57,00:33.9,Normal,-92.74,37.6,26|57|9223370572464741926,3.66e+18,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-05-27-22
479,18,16,00:33.9,Normal,-92.74,39.76,18|16|9223370572464741896,3.66e+18,Grant Liu,1565885487,Springfield to KC Via Hanibal,2016-05-27-22
480,20,41,00:34.4,Normal,-93.58,41.62,20|41|9223370572464741436,3.66e+18,Chris Harris,160779139,Des Moines to Chicago Route 2,2016-05-27-22
481,32,42,00:34.5,Normal,-90.94,35.03,32|42|9223370572464741346,3.66e+18,Ryan Templeton,1090292248,Peoria to Ceder Rapids Route 2,2016-05-27-22
482,16,12,00:34.7,Normal,-90.44,41.54,16|12|9223370572464741136,3.66e+18,Tom McCuch,1961634315,Saint Louis to Memphis,2016-05-27-22
483,11,74,00:34.7,Normal,-90.24,38.0,11|74|9223370572464741085,3.66e+18,Jamie Engesser,1567254452,Saint Louis to Memphis Route2,2016-05-27-22
484,12,104,00:34.9,Normal,-90.07,35.1,12|104|9223370572464740956,3.66e+18,Paul Codding,24929475,Peoria to Ceder Rapids,2016-05-27-22
485,21,109,00:34.9,Normal,-94.37,38.0,21|109|9223370572464740876,3.66e+18,Jeff Markham,1594289134,Memphis to Little Rock Route 2,2016-05-27-22
486,22,87,00:35.3,Normal,-91.74,34.89,22|87|9223370572464740506,3.66e+18,Nadeem Asghar,1198242881, Saint Louis to Chicago Route2,2016-05-27-22
487,20,41,00:35.3,Normal,-93.36,41.69,20|41|9223370572464740496,3.66e+18,Chris Harris,160779139,Des Moines to Chicago Route 2,2016-05-27-22
488,25,96,00:35.6,Normal,-90.07,35.1,25|96|9223370572464740196,3.66e+18,Jean-Philippe Player,371182829,Memphis to Little Rock,2016-05-27-22
489,18,16,00:35.6,Normal,-93.13,39.78,18|16|9223370572464740175,3.66e+18,Grant Liu,1565885487,Springfield to KC Via Hanibal,2016-05-27-22
490,15,51,00:35.7,Normal,-91.14,34.96,15|51|9223370572464740154,3.66e+18,Rohit Bakshi,1384345811,Joplin to Kansas City,2016-05-27-22
491,17,15,00:36.0,Normal,-93.2,38.98,17|15|9223370572464739846,3.66e+18,Eric Mizell,1927624662,Springfield to KC Via Columbia,2016-05-27-22
492,27,105,00:36.1,Normal,-93.2,38.98,27|105|9223370572464739675,3.66e+18,Mark Lochbihler,1325562373,Springfield to KC Via Columbia Route 2,2016-05-27-22
493,12,104,00:36.4,Normal,-90.07,35.68,12|104|9223370572464739395,3.66e+18,Paul Codding,24929475,Peoria to Ceder Rapids,2016-05-27-22
494,25,96,00:36.4,Normal,-90.24,35.35,25|96|9223370572464739376,3.66e+18,Jean-Philippe Player,371182829,Memphis to Little Rock,2016-05-27-22
495,15,51,00:36.5,Normal,-91.38,34.83,15|51|9223370572464739282,3.66e+18,Rohit Bakshi,1384345811,Joplin to Kansas City,2016-05-27-22
496,17,15,00:36.7,Normal,-93.01,38.97,17|15|9223370572464739085,3.66e+18,Eric Mizell,1927624662,Springfield to KC Via Columbia,2016-05-27-22
497,27,105,00:37.0,Normal,-93.01,38.97,27|105|9223370572464738786,3.66e+18,Mark Lochbihler,1325562373,Springfield to KC Via Columbia Route 2,2016-05-27-22
498,14,25,00:37.1,Normal,-94.3,37.66,14|25|9223370572464738665,3.66e+18,Adis Cesir,160405074,Joplin to Kansas City Route 2,2016-05-27-22
499,28,39,00:37.2,Normal,-93.6,39.77,28|39|9223370572464738645,3.66e+18,Olivier Renault,137128276,Springfield to KC Via Hanibal Route 2,2016-05-27-22
500,18,16,00:37.3,Normal,-93.6,39.77,18|16|9223370572464738536,3.66e+18,Grant Liu,1565885487,Springfield to KC Via Hanibal,2016-05-27-22
501,11,74,00:37.4,Normal,-89.56,37.2,11|74|9223370572464738416,3.66e+18,Jamie Engesser,1567254452,Saint Louis to Memphis Route2,2016-05-27-22
502,15,51,00:37.4,Normal,-91.74,34.89,15|51|9223370572464738365,3.66e+18,Rohit Bakshi,1384345811,Joplin to Kansas City,2016-05-27-22
503,27,105,00:37.9,Normal,-92.85,38.93,27|105|9223370572464737946,3.66e+18,Mark Lochbihler,1325562373,Springfield to KC Via Columbia Route 2,2016-05-27-22
504,13,89,00:38.0,Normal,-92.4,41.78,13|89|9223370572464737835,3.66e+18,Joe Niemiec,927636994,Des Moines to Chicago.kml,2016-05-27-22
505,30,58,00:38.0,Normal,-93.04,41.71,30|58|9223370572464737825,3.66e+18,Dan Rice,160779139,Des Moines to Chicago Route 2,2016-05-27-22
506,25,96,00:38.3,Normal,-89.8,35.94,25|96|9223370572464737555,3.66e+18,Jean-Philippe Player,371182829,Memphis to Little Rock,2016-05-27-22
507,19,26,00:38.3,Normal,-92.53,35.15,19|26|9223370572464737506,3.66e+18,Ajay Singh,1962261785,Wichita to Little Rock.kml,2016-05-27-22
508,20,41,00:38.7,Normal,-92.19,41.74,20|41|9223370572464737145,3.66e+18,Chris Harris,160779139,Des Moines to Chicago Route 2,2016-05-27-22
509,14,25,00:38.9,Normal,-94.46,37.16,14|25|9223370572464736936,3.66e+18,Adis Cesir,160405074,Joplin to Kansas City Route 2,2016-05-27-22
510,30,58,00:38.9,Normal,-92.74,41.75,30|58|9223370572464736885,3.66e+18,Dan Rice,160779139,Des Moines to Chicago Route 2,2016-05-27-22
511,26,57,00:39.0,Normal,-93.96,37.08,26|57|9223370572464736775,3.66e+18,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-05-27-22
512,18,16,00:39.0,Normal,-94.15,39.77,18|16|9223370572464736766,3.66e+18,Grant Liu,1565885487,Springfield to KC Via Hanibal,2016-05-27-22
513,17,15,00:39.3,Normal,-92.53,38.98,17|15|9223370572464736516,3.66e+18,Eric Mizell,1927624662,Springfield to KC Via Columbia,2016-05-27-22
514,11,74,00:39.3,Normal,-89.65,36.37,11|74|9223370572464736486,3.66e+18,Jamie Engesser,1567254452,Saint Louis to Memphis Route2,2016-05-27-22
515,30,58,00:39.7,Normal,-92.4,41.78,30|58|9223370572464736115,3.66e+18,Dan Rice,160779139,Des Moines to Chicago Route 2,2016-05-27-22
516,18,16,00:39.8,Normal,-94.25,39.73,18|16|9223370572464736006,3.66e+18,Grant Liu,1565885487,Springfield to KC Via Hanibal,2016-05-27-22
517,28,39,00:39.9,Normal,-94.25,39.73,28|39|9223370572464735944,3.66e+18,Olivier Renault,137128276,Springfield to KC Via Hanibal Route 2,2016-05-27-22
518,12,104,00:39.9,Normal,-89.56,37.2,12|104|9223370572464735906,3.66e+18,Paul Codding,24929475,Peoria to Ceder Rapids,2016-05-27-22
519,17,15,00:40.2,Normal,-92.38,38.98,17|15|9223370572464735605,3.66e+18,Eric Mizell,1927624662,Springfield to KC Via Columbia,2016-05-27-22
520,10,85,00:40.6,Normal,-94.54,37.02,10|85|9223370572464735225,3.66e+18,George Vetticaden,1390372503,Saint Louis to Tulsa,2016-05-27-22
521,27,105,00:40.6,Normal,-92.38,38.98,27|105|9223370572464735195,3.66e+18,Mark Lochbihler,1325562373,Springfield to KC Via Columbia Route 2,2016-05-27-22
522,28,39,00:40.7,Normal,-94.24,39.63,28|39|9223370572464735066,3.66e+18,Olivier Renault,137128276,Springfield to KC Via Hanibal Route 2,2016-05-27-22
523,31,18,00:40.9,Normal,-89.74,39.1,31|18|9223370572464734915,3.66e+18,Rommel Garcia,1594289134,Memphis to Little Rock Route 2,2016-05-27-22
524,25,96,00:40.9,Normal,-89.56,37.2,25|96|9223370572464734885,3.66e+18,Jean-Philippe Player,371182829,Memphis to Little Rock,2016-05-27-22
525,20,41,00:41.2,Normal,-91.24,41.67,20|41|9223370572464734616,3.66e+18,Chris Harris,160779139,Des Moines to Chicago Route 2,2016-05-27-22
526,24,97,00:41.4,Normal,-88.77,40.76,24|97|9223370572464734446,3.66e+18,Don Hilborn,1090292248,Peoria to Ceder Rapids Route 2,2016-05-27-22
527,32,42,00:41.5,Normal,-92.09,34.8,32|42|9223370572464734316,3.66e+18,Ryan Templeton,1090292248,Peoria to Ceder Rapids Route 2,2016-05-27-22
528,12,104,00:41.5,Normal,-90.0,37.72,12|104|9223370572464734286,3.66e+18,Paul Codding,24929475,Peoria to Ceder Rapids,2016-05-27-22
529,19,26,00:41.7,Normal,-92.25,34.92,19|26|9223370572464734075,3.66e+18,Ajay Singh,1962261785,Wichita to Little Rock.kml,2016-05-27-22
530,25,96,00:41.9,Normal,-89.71,37.47,25|96|9223370572464733926,3.66e+18,Jean-Philippe Player,371182829,Memphis to Little Rock,2016-05-27-22
531,20,41,00:41.9,Normal,-90.82,41.66,20|41|9223370572464733866,3.66e+18,Chris Harris,160779139,Des Moines to Chicago Route 2,2016-05-27-22
532,27,105,00:42.4,Normal,-92.03,38.97,27|105|9223370572464733456,3.66e+18,Mark Lochbihler,1325562373,Springfield to KC Via Columbia Route 2,2016-05-27-22
533,32,42,00:42.4,Normal,-91.93,34.81,32|42|9223370572464733385,3.66e+18,Ryan Templeton,1090292248,Peoria to Ceder Rapids Route 2,2016-05-27-22
534,31,18,00:42.5,Normal,-89.17,40.38,31|18|9223370572464733334,3.66e+18,Rommel Garcia,1594289134,Memphis to Little Rock Route 2,2016-05-27-22
535,25,96,00:42.7,Normal,-90.0,37.72,25|96|9223370572464733145,3.66e+18,Jean-Philippe Player,371182829,Memphis to Little Rock,2016-05-27-22
536,20,41,00:42.7,Normal,-90.64,41.56,20|41|9223370572464733086,3.66e+18,Chris Harris,160779139,Des Moines to Chicago Route 2,2016-05-27-22
537,14,25,00:43.2,Normal,-90.29,40.96,14|25|9223370572464732635,3.66e+18,Adis Cesir,160405074,Joplin to Kansas City Route 2,2016-05-27-22
538,31,18,00:43.2,Normal,-88.77,40.76,31|18|9223370572464732566,3.66e+18,Rommel Garcia,1594289134,Memphis to Little Rock Route 2,2016-05-27-22
539,18,16,00:43.3,Normal,-94.42,39.27,18|16|9223370572464732536,3.66e+18,Grant Liu,1565885487,Springfield to KC Via Hanibal,2016-05-27-22
540,15,51,00:43.4,Normal,-91.74,34.89,15|51|9223370572464732416,3.66e+18,Rohit Bakshi,1384345811,Joplin to Kansas City,2016-05-27-22
541,26,57,00:43.4,Normal,-95.14,36.66,26|57|9223370572464732414,3.66e+18,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-05-27-22
542,23,68,00:43.5,Normal,-91.05,41.72,23|68|9223370572464732296,3.66e+18,Adam Diaz,160405074,Joplin to Kansas City Route 2,2016-05-27-22
543,16,12,00:43.8,Normal,-91.32,41.71,16|12|9223370572464732026,3.66e+18,Tom McCuch,1961634315,Saint Louis to Memphis,2016-05-27-22
544,28,39,00:44.2,Normal,-94.57,39.15,28|39|9223370572464731644,3.66e+18,Olivier Renault,137128276,Springfield to KC Via Hanibal Route 2,2016-05-27-22
545,29,66,00:44.2,Normal,-93.36,35.4,29|66|9223370572464731604,3.66e+18,Teddy Choi,803014426,Wichita to Little Rock Route 2,2016-05-27-22
546,13,89,00:44.3,Normal,-90.2,41.59,13|89|9223370572464731535,3.66e+18,Joe Niemiec,927636994,Des Moines to Chicago.kml,2016-05-27-22
547,23,68,00:44.3,Normal,-90.7,41.62,23|68|9223370572464731486,3.66e+18,Adam Diaz,160405074,Joplin to Kansas City Route 2,2016-05-27-22
548,11,74,00:44.6,Normal,-90.24,35.35,11|74|9223370572464731175,3.66e+18,Jamie Engesser,1567254452,Saint Louis to Memphis Route2,2016-05-27-22
549,27,105,00:44.7,Normal,-91.33,38.87,27|105|9223370572464731146,3.66e+18,Mark Lochbihler,1325562373,Springfield to KC Via Columbia Route 2,2016-05-27-22
550,12,104,00:45.0,Normal,-90.15,38.62,12|104|9223370572464730856,3.66e+18,Paul Codding,24929475,Peoria to Ceder Rapids,2016-05-27-22
551,31,18,00:45.0,Normal,-88.07,41.48,31|18|9223370572464730815,3.66e+18,Rommel Garcia,1594289134,Memphis to Little Rock Route 2,2016-05-27-22
552,20,41,00:45.2,Normal,-89.6,41.76,20|41|9223370572464730586,3.66e+18,Chris Harris,160779139,Des Moines to Chicago Route 2,2016-05-27-22
553,25,96,00:45.3,Normal,-90.15,38.62,25|96|9223370572464730535,3.66e+18,Jean-Philippe Player,371182829,Memphis to Little Rock,2016-05-27-22
554,18,16,00:45.7,Normal,-94.42,39.27,18|16|9223370572464730135,3.66e+18,Grant Liu,1565885487,Springfield to KC Via Hanibal,2016-05-27-22
555,10,85,00:45.7,Normal,-95.69,36.25,10|85|9223370572464730126,3.66e+18,George Vetticaden,1390372503,Saint Louis to Tulsa,2016-05-27-22
556,22,87,00:45.7,Normal,-90.37,35.21,22|87|9223370572464730086,3.66e+18,Nadeem Asghar,1198242881, Saint Louis to Chicago Route2,2016-05-27-22
557,13,89,00:46.0,Normal,-89.6,41.76,13|89|9223370572464729856,3.66e+18,Joe Niemiec,927636994,Des Moines to Chicago.kml,2016-05-27-22
558,23,68,00:46.0,Normal,-90.29,40.96,23|68|9223370572464729794,3.66e+18,Adam Diaz,160405074,Joplin to Kansas City Route 2,2016-05-27-22
559,15,51,00:46.0,Normal,-90.94,35.03,15|51|9223370572464729766,3.66e+18,Rohit Bakshi,1384345811,Joplin to Kansas City,2016-05-27-22
560,16,12,00:46.5,Normal,-90.44,41.54,16|12|9223370572464729293,3.66e+18,Tom McCuch,1961634315,Saint Louis to Memphis,2016-05-27-22
